0,87.483
180,87.483
360,87.872
540,88.371
720,88.63
900,88.132
1080,87.633
1260,87.134
1440,86.635
1620,86.25
1800,86.25
1980,86.25
2160,86.25
2340,86.25
2520,85.915
2700,85.516
2880,85.117
3060,84.647
3240,84.148
3420,83.75
3600,83.75
3780,83.75
3960,83.75
4140,83.75
4320,83.344
4500,82.845
4680,82.131
4860,80.934
5040,79.738
5220,78.7
5400,78.415
5580,78.13
5760,77.845
5940,77.56
6120,77.107
6300,76.608
6480,76.138
6660,75.739
6840,75.34
7020,74.941
7200,74.542
7380,74.143
7560,73.75
7740,73.75
7920,73.75
8100,73.75
8280,73.648
8460,73.249
8640,72.85
8820,72.5
9000,72.5
9180,72.5
9360,72.5
9540,72.5
9720,72.867
9900,73.366
10080,73.75
10260,73.75
10440,73.75
10620,73.75
10800,73.75
10980,73.812
11160,74.097
11340,74.382
11520,74.667
11700,74.952
11880,75.552
12060,76.217
12240,76.882
12420,77.5
12600,77.5
12780,77.5
12960,77.5
13140,77.748
13320,78.546
13500,79.344
13680,80
13860,80
14040,80
14220,80
14400,80
14580,80.197
14760,80.447
14940,80.696
15120,80.945
15300,81.195
15480,82.026
15660,83.023
15840,83.827
16020,84.112
16200,84.397
16380,84.682
16560,84.967
16740,85.294
16920,85.627
17100,85.959
17280,86.3
17460,86.699
17640,87.098
17820,87.497
18000,87.5
18180,87.5
18360,87.5
18540,87.434
18720,87.149
18900,86.864
19080,86.579
19260,86.294
19440,85.969
19620,85.636
19800,85.304
19980,85.025
20160,85.31
20340,85.594
20520,85.879
20700,86.164
20880,86.599
21060,87.098
21240,87.452
21420,87.202
21600,86.953
21780,86.704
21960,86.454
22140,86.178
22320,85.779
22500,85.38
22680,84.984
22860,84.652
23040,84.319
23220,83.987
23400,83.75
23580,83.75
23760,83.75
23940,83.712
24120,83.462
24300,83.213
24480,82.964
24660,82.714
24840,82.5
25020,82.5
25200,82.5
25380,82.5
25560,82.5
25740,81.998
25920,81.333
26100,80.668
26280,80.003
26460,80
26640,80
26820,80
27000,79.933
27180,79.648
27360,79.363
27540,79.078
27720,78.793
27900,78.75
28080,78.75
28260,78.75
28440,78.715
28620,78.316
28800,77.917
28980,77.518
29160,76.738
29340,75.94
29520,75.142
29700,74.344
29880,73.546
30060,72.748
30240,72.844
30420,73.342
30600,73.604
30780,72.806
30960,72.008
31140,71.21
31320,70.412
31500,69.615
31680,68.817
31860,69.116
32040,69.515
32220,69.914
32400,69.609
32580,69.111
32760,68.529
32940,67.731
33120,66.933
33300,66.209
33480,65.924
33660,65.639
33840,65.354
34020,65.069
34200,64.622
34380,64.124
34560,63.375
34740,61.879
34920,60.383
35100,60
35280,60
35460,60
35640,60
35820,59.607
36000,59.208
36180,58.809
36360,57.731
36540,56.534
36720,55.337
36900,55
37080,55
37260,55
37440,55
37620,55
37800,53.945
37980,52.449
38160,50.953
38340,49.457
38520,47.961
38700,47.155
38880,46.656
